#time (s),x (m),y (m),uxx,uxy,uyx,uyy
0.00, None
0.10,None
0.20,None
0.30,None
0.40,None
0.50,None
0.60,None
0.70,None
0.80,None
0.90,None
1.00,None
1.10,None
1.20,None
1.30,None
1.40,None
1.50,None
1.60,None
1.70,None
1.80,None
1.90,None
2.00,None
2.10,None
2.20,None
2.30,None
2.40,None
2.50,None
2.60,None
2.70,None
2.80,None
2.90,None
3.00,None
3.10,None
3.20,None
3.30,None
3.40,None
3.50,None
3.60,None
3.70,None
3.80,None
3.90,None
4.00,None
4.10,None
4.20,None
4.30,None
4.40,None
4.50,None
4.60,None
4.70,None
4.80,None
4.90,None
5.00,None
5.10,None
5.20,None
5.30,None
5.40,None
5.50,None
5.60,None
5.70,None
5.80,None
5.90,None
6.00,None
6.10,None
6.20,None
6.30,None
6.40,None
6.50,None
6.60,None
6.70,None
6.80,None
6.90,None
7.00,None
7.10,None
7.20,None
7.30,None
7.40,None
7.50,None
7.60,None
7.70,None
7.80,None
7.90,None
8.00,None
8.10,None
8.20,None
8.30,None
8.40,None
8.50,None
8.60,None
8.70,None
8.80,None
8.90,None
9.00,None
9.10,None
9.20,None
9.30,None
9.40,None
9.50,None
9.60,None
9.70,None
9.80,None
9.90,None
10.00,0.15609768048032407,0.06418081334444457,0.0025000000000000005,0.0,0.0,0.0025000000000000005
10.10,None
10.20,None
10.30,None
10.40,None
10.50,None
10.60,None
10.70,None
10.80,None
10.90,None
11.00,None
11.10,None
11.20,None
11.30,None
11.40,None
11.50,None
11.60,None
11.70,None
11.80,None
11.90,None
12.00,None
12.10,None
12.20,None
12.30,None
12.40,None
12.50,None
12.60,None
12.70,None
12.80,None
12.90,None
13.00,None
13.10,None
13.20,None
13.30,None
13.40,None
13.50,None
13.60,None
13.70,None
13.80,None
13.90,None
14.00,None
14.10,None
14.20,None
14.30,None
14.40,None
14.50,None
14.60,None
14.70,None
14.80,None
14.90,None
15.00,None
15.10,None
15.20,None
15.30,None
15.40,None
15.50,None
15.60,None
15.70,None
15.80,None
15.90,None
16.00,None
16.10,None
16.20,None
16.30,None
16.40,None
16.50,None
16.60,None
16.70,None
16.80,None
16.90,None
17.00,None
17.10,None
17.20,None
17.30,None
17.40,None
17.50,None
17.60,None
17.70,None
17.80,None
17.90,None
18.00,None
18.10,None
18.20,None
18.30,None
18.40,None
18.50,None
18.60,None
18.70,None
18.80,None
18.90,None
19.00,None
19.10,None
19.20,None
19.30,None
19.40,None
19.50,None
19.60,None
19.70,None
19.80,None
19.90,None
20.00,0.42871570851256635,0.03681944271681475,0.0025000000000000005,0.0,0.0,0.0025000000000000005
20.10,None
20.20,None
20.30,None
20.40,None
20.50,None
20.60,None
20.70,None
20.80,None
20.90,None
21.00,None
21.10,None
21.20,None
21.30,None
21.40,None
21.50,None
21.60,None
21.70,None
21.80,None
21.90,None
22.00,None
22.10,None
22.20,None
22.30,None
22.40,None
22.50,None
22.60,None
22.70,None
22.80,None
22.90,None
23.00,None
23.10,None
23.20,None
23.30,None
23.40,None
23.50,None
23.60,None
23.70,None
23.80,None
23.90,None
24.00,None
24.10,None
24.20,None
24.30,None
24.40,None
24.50,None
24.60,None
24.70,None
24.80,None
24.90,None
25.00,None
25.10,None
25.20,None
25.30,None
25.40,None
25.50,None
25.60,None
25.70,None
25.80,None
25.90,None
26.00,None
26.10,None
26.20,None
26.30,None
26.40,None
26.50,None
26.60,None
26.70,None
26.80,None
26.90,None
27.00,None
27.10,None
27.20,None
27.30,None
27.40,None
27.50,None
27.60,None
27.70,None
27.80,None
27.90,None
28.00,None
28.10,None
28.20,None
28.30,None
28.40,None
28.50,None
28.60,None
28.70,None
28.80,None
28.90,None
29.00,None
29.10,None
29.20,None
29.30,None
29.40,None
29.50,None
29.60,None
29.70,None
29.80,None
29.90,None
30.00,0.6713981221874386,-0.07605248060434097,0.0025000000000000005,0.0,0.0,0.0025000000000000005
30.10,None
30.20,None
30.30,None
30.40,None
30.50,None
30.60,None
30.70,None
30.80,None
30.90,None
31.00,None
31.10,None
31.20,None
31.30,None
31.40,None
31.50,None
31.60,None
31.70,None
31.80,None
31.90,None
32.00,None
32.10,None
32.20,None
32.30,None
32.40,None
32.50,None
32.60,None
32.70,None
32.80,None
32.90,None
33.00,None
33.10,None
33.20,None
33.30,None
33.40,None
33.50,None
33.60,None
33.70,None
33.80,None
33.90,None
34.00,None
34.10,None
34.20,None
34.30,None
34.40,None
34.50,None
34.60,None
34.70,None
34.80,None
34.90,None
35.00,None
35.10,None
35.20,None
35.30,None
35.40,None
35.50,None
35.60,None
35.70,None
35.80,None
35.90,None
36.00,None
36.10,None
36.20,None
36.30,None
36.40,None
36.50,None
36.60,None
36.70,None
36.80,None
36.90,None
37.00,None
37.10,None
37.20,None
37.30,None
37.40,None
37.50,None
37.60,None
37.70,None
37.80,None
37.90,None
38.00,None
38.10,None
38.20,None
38.30,None
38.40,None
38.50,None
38.60,None
38.70,None
38.80,None
38.90,None
39.00,None
39.10,None
39.20,None
39.30,None
39.40,None
39.50,None
39.60,None
39.70,None
39.80,None
39.90,None
40.00,0.8247865791919904,0.042801890350076824,0.0025000000000000005,0.0,0.0,0.0025000000000000005
40.10,None
40.20,None
40.30,None
40.40,None
40.50,None
40.60,None
40.70,None
40.80,None
40.90,None
41.00,None
41.10,None
41.20,None
41.30,None
41.40,None
41.50,None
41.60,None
41.70,None
41.80,None
41.90,None
42.00,None
42.10,None
42.20,None
42.30,None
42.40,None
42.50,None
42.60,None
42.70,None
42.80,None
42.90,None
43.00,None
43.10,None
43.20,None
43.30,None
43.40,None
43.50,None
43.60,None
43.70,None
43.80,None
43.90,None
44.00,None
44.10,None
44.20,None
44.30,None
44.40,None
44.50,None
44.60,None
44.70,None
44.80,None
44.90,None
45.00,None
45.10,None
45.20,None
45.30,None
45.40,None
45.50,None
45.60,None
45.70,None
45.80,None
45.90,None
46.00,None
46.10,None
46.20,None
46.30,None
46.40,None
46.50,None
46.60,None
46.70,None
46.80,None
46.90,None
47.00,None
47.10,None
47.20,None
47.30,None
47.40,None
47.50,None
47.60,None
47.70,None
47.80,None
47.90,None
48.00,None
48.10,None
48.20,None
48.30,None
48.40,None
48.50,None
48.60,None
48.70,None
48.80,None
48.90,None
49.00,None
49.10,None
49.20,None
49.30,None
49.40,None
49.50,None
49.60,None
49.70,None
49.80,None
49.90,None
50.00,0.9753340664747381,-0.04451360613329036,0.0025000000000000005,0.0,0.0,0.0025000000000000005
50.10,None
50.20,None
50.30,None
50.40,None
50.50,None
50.60,None
50.70,None
50.80,None
50.90,None
51.00,None
51.10,None
51.20,None
51.30,None
51.40,None
51.50,None
51.60,None
51.70,None
51.80,None
51.90,None
52.00,None
52.10,None
52.20,None
52.30,None
52.40,None
52.50,None
52.60,None
52.70,None
52.80,None
52.90,None
53.00,None
53.10,None
53.20,None
53.30,None
53.40,None
53.50,None
53.60,None
53.70,None
53.80,None
53.90,None
54.00,None
54.10,None
54.20,None
54.30,None
54.40,None
54.50,None
54.60,None
54.70,None
54.80,None
54.90,None
55.00,None
55.10,None
55.20,None
55.30,None
55.40,None
55.50,None
55.60,None
55.70,None
55.80,None
55.90,None
56.00,None
56.10,None
56.20,None
56.30,None
56.40,None
56.50,None
56.60,None
56.70,None
56.80,None
56.90,None
57.00,None
57.10,None
57.20,None
57.30,None
57.40,None
57.50,None
57.60,None
57.70,None
57.80,None
57.90,None
58.00,None
58.10,None
58.20,None
58.30,None
58.40,None
58.50,None
58.60,None
58.70,None
58.80,None
58.90,None
59.00,None
59.10,None
59.20,None
59.30,None
59.40,None
59.50,None
59.60,None
59.70,None
59.80,None
59.90,None
60.00,1.2392358935462233,-0.014347653344798109,0.0025000000000000005,0.0,0.0,0.0025000000000000005
60.10,None
60.20,None
60.30,None
60.40,None
60.50,None
60.60,None
60.70,None
60.80,None
60.90,None
61.00,None
61.10,None
61.20,None
61.30,None
61.40,None
61.50,None
61.60,None
61.70,None
61.80,None
61.90,None
62.00,None
62.10,None
62.20,None
62.30,None
62.40,None
62.50,None
62.60,None
62.70,None
62.80,None
62.90,None
63.00,None
63.10,None
63.20,None
63.30,None
63.40,None
63.50,None
63.60,None
63.70,None
63.80,None
63.90,None
64.00,None
64.10,None
64.20,None
64.30,None
64.40,None
64.50,None
64.60,None
64.70,None
64.80,None
64.90,None
65.00,None
65.10,None
65.20,None
65.30,None
65.40,None
65.50,None
65.60,None
65.70,None
65.80,None
65.90,None
66.00,None
66.10,None
66.20,None
66.30,None
66.40,None
66.50,None
66.60,None
66.70,None
66.80,None
66.90,None
67.00,None
67.10,None
67.20,None
67.30,None
67.40,None
67.50,None
67.60,None
67.70,None
67.80,None
67.90,None
68.00,None
68.10,None
68.20,None
68.30,None
68.40,None
68.50,None
68.60,None
68.70,None
68.80,None
68.90,None
69.00,None
69.10,None
69.20,None
69.30,None
69.40,None
69.50,None
69.60,None
69.70,None
69.80,None
69.90,None
70.00,1.4043986813156022,-0.03373779966334521,0.0025000000000000005,0.0,0.0,0.0025000000000000005
70.10,None
70.20,None
70.30,None
70.40,None
70.50,None
70.60,None
70.70,None
70.80,None
70.90,None
71.00,None
71.10,None
71.20,None
71.30,None
71.40,None
71.50,None
71.60,None
71.70,None
71.80,None
71.90,None
72.00,None
72.10,None
72.20,None
72.30,None
72.40,None
72.50,None
72.60,None
72.70,None
72.80,None
72.90,None
73.00,None
73.10,None
73.20,None
73.30,None
73.40,None
73.50,None
73.60,None
73.70,None
73.80,None
73.90,None
74.00,None
74.10,None
74.20,None
74.30,None
74.40,None
74.50,None
74.60,None
74.70,None
74.80,None
74.90,None
75.00,None
75.10,None
75.20,None
75.30,None
75.40,None
75.50,None
75.60,None
75.70,None
75.80,None
75.90,None
76.00,None
76.10,None
76.20,None
76.30,None
76.40,None
76.50,None
76.60,None
76.70,None
76.80,None
76.90,None
77.00,None
77.10,None
77.20,None
77.30,None
77.40,None
77.50,None
77.60,None
77.70,None
77.80,None
77.90,None
78.00,None
78.10,None
78.20,None
78.30,None
78.40,None
78.50,None
78.60,None
78.70,None
78.80,None
78.90,None
79.00,None
79.10,None
79.20,None
79.30,None
79.40,None
79.50,None
79.60,None
79.70,None
79.80,None
79.90,None
80.00,1.616297340967014,0.051960445171683495,0.0025000000000000005,0.0,0.0,0.0025000000000000005
80.10,None
80.20,None
80.30,None
80.40,None
80.50,None
80.60,None
80.70,None
80.80,None
80.90,None
81.00,None
81.10,None
81.20,None
81.30,None
81.40,None
81.50,None
81.60,None
81.70,None
81.80,None
81.90,None
82.00,None
82.10,None
82.20,None
82.30,None
82.40,None
82.50,None
82.60,None
82.70,None
82.80,None
82.90,None
83.00,None
83.10,None
83.20,None
83.30,None
83.40,None
83.50,None
83.60,None
83.70,None
83.80,None
83.90,None
84.00,None
84.10,None
84.20,None
84.30,None
84.40,None
84.50,None
84.60,None
84.70,None
84.80,None
84.90,None
85.00,None
85.10,None
85.20,None
85.30,None
85.40,None
85.50,None
85.60,None
85.70,None
85.80,None
85.90,None
86.00,None
86.10,None
86.20,None
86.30,None
86.40,None
86.50,None
86.60,None
86.70,None
86.80,None
86.90,None
87.00,None
87.10,None
87.20,None
87.30,None
87.40,None
87.50,None
87.60,None
87.70,None
87.80,None
87.90,None
88.00,None
88.10,None
88.20,None
88.30,None
88.40,None
88.50,None
88.60,None
88.70,None
88.80,None
88.90,None
89.00,None
89.10,None
89.20,None
89.30,None
89.40,None
89.50,None
89.60,None
89.70,None
89.80,None
89.90,None
90.00,1.8071295607465623,-0.022361454226202587,0.0025000000000000005,0.0,0.0,0.0025000000000000005
90.10,None
90.20,None
90.30,None
90.40,None
90.50,None
90.60,None
90.70,None
90.80,None
90.90,None
91.00,None
91.10,None
91.20,None
91.30,None
91.40,None
91.50,None
91.60,None
91.70,None
91.80,None
91.90,None
92.00,None
92.10,None
92.20,None
92.30,None
92.40,None
92.50,None
92.60,None
92.70,None
92.80,None
92.90,None
93.00,None
93.10,None
93.20,None
93.30,None
93.40,None
93.50,None
93.60,None
93.70,None
93.80,None
93.90,None
94.00,None
94.10,None
94.20,None
94.30,None
94.40,None
94.50,None
94.60,None
94.70,None
94.80,None
94.90,None
95.00,None
95.10,None
95.20,None
95.30,None
95.40,None
95.50,None
95.60,None
95.70,None
95.80,None
95.90,None
96.00,None
96.10,None
96.20,None
96.30,None
96.40,None
96.50,None
96.60,None
96.70,None
96.80,None
96.90,None
97.00,None
97.10,None
97.20,None
97.30,None
97.40,None
97.50,None
97.60,None
97.70,None
97.80,None
97.90,None
98.00,None
98.10,None
98.20,None
98.30,None
98.40,None
98.50,None
98.60,None
98.70,None
98.80,None
98.90,None
99.00,None
99.10,None
99.20,None
99.30,None
99.40,None
99.50,None
99.60,None
99.70,None
99.80,None
99.90,None
100.00,2.0338947817551687,-0.019381075718860576,0.0025000000000000005,0.0,0.0,0.0025000000000000005
100.10,None
100.20,None
100.30,None
100.40,None
100.50,None
100.60,None
100.70,None
100.80,None
100.90,None
101.00,None
101.10,None
101.20,None
101.30,None
101.40,None
101.50,None
101.60,None
101.70,None
101.80,None
101.90,None
102.00,None
102.10,None
102.20,None
102.30,None
102.40,None
102.50,None
102.60,None
102.70,None
102.80,None
102.90,None
103.00,None
103.10,None
103.20,None
103.30,None
103.40,None
103.50,None
103.60,None
103.70,None
103.80,None
103.90,None
104.00,None
104.10,None
104.20,None
104.30,None
104.40,None
104.50,None
104.60,None
104.70,None
104.80,None
104.90,None
105.00,None
105.10,None
105.20,None
105.30,None
105.40,None
105.50,None
105.60,None
105.70,None
105.80,None
105.90,None
106.00,None
106.10,None
106.20,None
106.30,None
106.40,None
106.50,None
106.60,None
106.70,None
106.80,None
106.90,None
107.00,None
107.10,None
107.20,None
107.30,None
107.40,None
107.50,None
107.60,None
107.70,None
107.80,None
107.90,None
108.00,None
108.10,None
108.20,None
108.30,None
108.40,None
108.50,None
108.60,None
108.70,None
108.80,None
108.90,None
109.00,None
109.10,None
109.20,None
109.30,None
109.40,None
109.50,None
109.60,None
109.70,None
109.80,None
109.90,None
110.00,2.1230708988696114,0.10494308949471334,0.0025000000000000005,0.0,0.0,0.0025000000000000005
110.10,None
110.20,None
110.30,None
110.40,None
110.50,None
110.60,None
110.70,None
110.80,None
110.90,None
111.00,None
111.10,None
111.20,None
111.30,None
111.40,None
111.50,None
111.60,None
111.70,None
111.80,None
111.90,None
112.00,None
112.10,None
112.20,None
112.30,None
112.40,None
112.50,None
112.60,None
112.70,None
112.80,None
112.90,None
113.00,None
113.10,None
113.20,None
113.30,None
113.40,None
113.50,None
113.60,None
113.70,None
113.80,None
113.90,None
114.00,None
114.10,None
114.20,None
114.30,None
114.40,None
114.50,None
114.60,None
114.70,None
114.80,None
114.90,None
115.00,None
115.10,None
115.20,None
115.30,None
115.40,None
115.50,None
115.60,None
115.70,None
115.80,None
115.90,None
116.00,None
116.10,None
116.20,None
116.30,None
116.40,None
116.50,None
116.60,None
116.70,None
116.80,None
116.90,None
117.00,None
117.10,None
117.20,None
117.30,None
117.40,None
117.50,None
117.60,None
117.70,None
117.80,None
